date_time_bucket, passenger_count
2012-06-21_17-00,18307
2012-06-21_17-30,22308
2012-06-21_18-00,25552
2012-06-21_18-30,28213
2012-06-21_19-00,30267
2012-06-21_19-30,30270
2012-06-21_20-00,29441
2012-06-21_20-30,28630
2012-06-21_21-00,29782
2012-06-21_21-30,30099
2012-06-21_22-00,29000
2012-06-21_22-30,28634
2012-06-21_23-00,27665
2012-06-21_23-30,26298
2012-06-22_00-00,25171
2012-06-22_00-30,20894
2012-06-22_01-00,16822
2012-06-22_01-30,13197
2012-06-22_02-00,11027
2012-06-22_02-30,8545
2012-06-22_03-00,7219
2012-06-22_03-30,5587
2012-06-22_04-00,4959
2012-06-22_04-30,3685
2012-06-22_05-00,3554
2012-06-22_05-30,5017
2012-06-22_06-00,7362
2012-06-22_06-30,12170
2012-06-22_07-00,15502
2012-06-22_07-30,19189
2012-06-22_08-00,22215
2012-06-22_08-30,23017
2012-06-22_09-00,22878
2012-06-22_09-30,22135
2012-06-22_10-00,20856
2012-06-22_10-30,20463
2012-06-22_11-00,20896
2012-06-22_11-30,22351
2012-06-22_12-00,22208
2012-06-22_12-30,20745
2012-06-22_13-00,20277
2012-06-22_13-30,20044
2012-06-22_14-00,22300
2012-06-22_14-30,20634
2012-06-22_15-00,17636
2012-06-22_15-30,16066
2012-06-22_16-00,15328
2012-06-22_16-30,14530
2012-06-22_17-00,17875
2012-06-22_17-30,22802
2012-06-22_18-00,25819
2012-06-22_18-30,28898
2012-06-22_19-00,27994
2012-06-22_19-30,28190
2012-06-22_20-00,26965
2012-06-22_20-30,26156
2012-06-22_21-00,28450
2012-06-22_21-30,28015
2012-06-22_22-00,28075
2012-06-22_22-30,30713
2012-06-22_23-00,29834
2012-06-22_23-30,29596
2012-06-23_00-00,28222
2012-06-23_00-30,27310
2012-06-23_01-00,25491
2012-06-23_01-30,23560
2012-06-23_02-00,21952
2012-06-23_02-30,20327
2012-06-23_03-00,16866
2012-06-23_03-30,13816
2012-06-23_04-00,11653
2012-06-23_04-30,7336
2012-06-23_05-00,4787
2012-06-23_05-30,3703
2012-06-23_06-00,3941
2012-06-23_06-30,4753
2012-06-23_07-00,5306
2012-06-23_07-30,7038
2012-06-23_08-00,8439
2012-06-23_08-30,10957
2012-06-23_09-00,12184
2012-06-23_09-30,15266
2012-06-23_10-00,16051
2012-06-23_10-30,18576
2012-06-23_11-00,18777
2012-06-23_11-30,19939
2012-06-23_12-00,19617
2012-06-23_12-30,20727
2012-06-23_13-00,21367
2012-06-23_13-30,21271
2012-06-23_14-00,21089
2012-06-23_14-30,21011
2012-06-23_15-00,20560
2012-06-23_15-30,19943
2012-06-23_16-00,18239
2012-06-23_16-30,17598
2012-06-23_17-00,19350
2012-06-23_17-30,22221
2012-06-23_18-00,23243
2012-06-23_18-30,24454
2012-06-23_19-00,26226
2012-06-23_19-30,26879
2012-06-23_20-00,23386
2012-06-23_20-30,23782
2012-06-23_21-00,24226
2012-06-23_21-30,25340
2012-06-23_22-00,26832
2012-06-23_22-30,30156
2012-06-23_23-00,30251
2012-06-23_23-30,30563
2012-06-24_00-00,29609
2012-06-24_00-30,28633
2012-06-24_01-00,27070
2012-06-24_01-30,24480
2012-06-24_02-00,23732
2012-06-24_02-30,21831
2012-06-24_03-00,19343
2012-06-24_03-30,17071
2012-06-24_04-00,13879
2012-06-24_04-30,9015
2012-06-24_05-00,5942
2012-06-24_05-30,4102
2012-06-24_06-00,3785
2012-06-24_06-30,4224
2012-06-24_07-00,4173
2012-06-24_07-30,5372
2012-06-24_08-00,5915
2012-06-24_08-30,7908
2012-06-24_09-00,9047
2012-06-24_09-30,11906
2012-06-24_10-00,14037
2012-06-24_10-30,16824
2012-06-24_11-00,16953
2012-06-24_11-30,18083
2012-06-24_12-00,18329
2012-06-24_12-30,18730
2012-06-24_13-00,18949
2012-06-24_13-30,18981
2012-06-24_14-00,19220
2012-06-24_14-30,18292
2012-06-24_15-00,17330
2012-06-24_15-30,17003
2012-06-24_16-00,15723
2012-06-24_16-30,15928
2012-06-24_17-00,16525
2012-06-24_17-30,18937
2012-06-24_18-00,19375
2012-06-24_18-30,20645
2012-06-24_19-00,20390
2012-06-24_19-30,18956
2012-06-24_20-00,18488
2012-06-24_20-30,18550
2012-06-24_21-00,18975
2012-06-24_21-30,19284
2012-06-24_22-00,18262
2012-06-24_22-30,17295
2012-06-24_23-00,18108
2012-06-24_23-30,16257
2012-06-25_00-00,13555
2012-06-25_00-30,10376
2012-06-25_01-00,8787
2012-06-25_01-30,6209
2012-06-25_02-00,5333
2012-06-25_02-30,4155
2012-06-25_03-00,3594
2012-06-25_03-30,3115
2012-06-25_04-00,3241
2012-06-25_04-30,2835
2012-06-25_05-00,3175
2012-06-25_05-30,5032
2012-06-25_06-00,7621
2012-06-25_06-30,12042
2012-06-25_07-00,15942
2012-06-25_07-30,17386
2012-06-25_08-00,20392
2012-06-25_08-30,20903
2012-06-25_09-00,19376
2012-06-25_09-30,19663
2012-06-25_10-00,16955
2012-06-25_10-30,16817
2012-06-25_11-00,16613
2012-06-25_11-30,17693
2012-06-25_12-00,18016
2012-06-25_12-30,18409
2012-06-25_13-00,17594
2012-06-25_13-30,18198
2012-06-25_14-00,18783
2012-06-25_14-30,18439
2012-06-25_15-00,17983
2012-06-25_15-30,18085
2012-06-25_16-00,18399
2012-06-25_16-30,17540
2012-06-25_17-00,17601
2012-06-25_17-30,19863
2012-06-25_18-00,24767
2012-06-25_18-30,24493
2012-06-25_19-00,25170
2012-06-25_19-30,23920
2012-06-25_20-00,22259
2012-06-25_20-30,21769
2012-06-25_21-00,22396
2012-06-25_21-30,21197
2012-06-25_22-00,21997
2012-06-25_22-30,19819
2012-06-25_23-00,17512
2012-06-25_23-30,14170
2012-06-26_00-00,11968
2012-06-26_00-30,9785
2012-06-26_01-00,7899
2012-06-26_01-30,5994
2012-06-26_02-00,4848
2012-06-26_02-30,3608
2012-06-26_03-00,2724
2012-06-26_03-30,2531
2012-06-26_04-00,2367
2012-06-26_04-30,2279
2012-06-26_05-00,2616
2012-06-26_05-30,4445
2012-06-26_06-00,7139
2012-06-26_06-30,11843
2012-06-26_07-00,15320
2012-06-26_07-30,18759
2012-06-26_08-00,20678
2012-06-26_08-30,22176
2012-06-26_09-00,21651
2012-06-26_09-30,20766
2012-06-26_10-00,19106
2012-06-26_10-30,19803
2012-06-26_11-00,18138
2012-06-26_11-30,19260
2012-06-26_12-00,20391
2012-06-26_12-30,19975
2012-06-26_13-00,18984
2012-06-26_13-30,20032
2012-06-26_14-00,20317
2012-06-26_14-30,21127
2012-06-26_15-00,19810
2012-06-26_15-30,17941
2012-06-26_16-00,16061
2012-06-26_16-30,14863
2012-06-26_17-00,17113
2012-06-26_17-30,20234
2012-06-26_18-00,23440
2012-06-26_18-30,25973
2012-06-26_19-00,27052
2012-06-26_19-30,27178
2012-06-26_20-00,26191
2012-06-26_20-30,24808
2012-06-26_21-00,25920
2012-06-26_21-30,26866
2012-06-26_22-00,26377
2012-06-26_22-30,24876
2012-06-26_23-00,22550
2012-06-26_23-30,19327
2012-06-27_00-00,16131
2012-06-27_00-30,12312
2012-06-27_01-00,9624
2012-06-27_01-30,7328
2012-06-27_02-00,6002
2012-06-27_02-30,4524
2012-06-27_03-00,3753
2012-06-27_03-30,3333
2012-06-27_04-00,3067
2012-06-27_04-30,2551
2012-06-27_05-00,2731
2012-06-27_05-30,4467
2012-06-27_06-00,6780
2012-06-27_06-30,12264
2012-06-27_07-00,15439
2012-06-27_07-30,19390
2012-06-27_08-00,21350
2012-06-27_08-30,22532
2012-06-27_09-00,22111
2012-06-27_09-30,21335
2012-06-27_10-00,19134
2012-06-27_10-30,19697
2012-06-27_11-00,19166
2012-06-27_11-30,20718
2012-06-27_12-00,21065
2012-06-27_12-30,20655
2012-06-27_13-00,20082
2012-06-27_13-30,21353
2012-06-27_14-00,21172
2012-06-27_14-30,20909
2012-06-27_15-00,19705
2012-06-27_15-30,18434
2012-06-27_16-00,16258
2012-06-27_16-30,15093
2012-06-27_17-00,17820
2012-06-27_17-30,20949
2012-06-27_18-00,23934
2012-06-27_18-30,26030
2012-06-27_19-00,27200
2012-06-27_19-30,27949
2012-06-27_20-00,26630
2012-06-27_20-30,26078
2012-06-27_21-00,27179
2012-06-27_21-30,27478
2012-06-27_22-00,27823
2012-06-27_22-30,26277
2012-06-27_23-00,24618
2012-06-27_23-30,22361
2012-06-28_00-00,19883
2012-06-28_00-30,15236
2012-06-28_01-00,11839
2012-06-28_01-30,8918
2012-06-28_02-00,7489
2012-06-28_02-30,5442
2012-06-28_03-00,4328
2012-06-28_03-30,3729
2012-06-28_04-00,3453
2012-06-28_04-30,2904
2012-06-28_05-00,2744
2012-06-28_05-30,4627
2012-06-28_06-00,7433
2012-06-28_06-30,12821
2012-06-28_07-00,15849
2012-06-28_07-30,19460
2012-06-28_08-00,21180
2012-06-28_08-30,22602
2012-06-28_09-00,22410
2012-06-28_09-30,21255
2012-06-28_10-00,19560
2012-06-28_10-30,20235
2012-06-28_11-00,19349
2012-06-28_11-30,20761
2012-06-28_12-00,21108
2012-06-28_12-30,21140
2012-06-28_13-00,20646
2012-06-28_13-30,21710
2012-06-28_14-00,21614
2012-06-28_14-30,21211
2012-06-28_15-00,20095
2012-06-28_15-30,18175
2012-06-28_16-00,15822
2012-06-28_16-30,14832
2012-06-28_17-00,17424
2012-06-28_17-30,20221
2012-06-28_18-00,22720
2012-06-28_18-30,24251
2012-06-28_19-00,25075
2012-06-28_19-30,26515
2012-06-28_20-00,26329
2012-06-28_20-30,25601
2012-06-28_21-00,26553
2012-06-28_21-30,27689
2012-06-28_22-00,27785
2012-06-28_22-30,27118
2012-06-28_23-00,26605
2012-06-28_23-30,25638
2012-06-29_00-00,23516
2012-06-29_00-30,20227
2012-06-29_01-00,16393
2012-06-29_01-30,13699
2012-06-29_02-00,11872
2012-06-29_02-30,9435
2012-06-29_03-00,7330
2012-06-29_03-30,5758
2012-06-29_04-00,5508
2012-06-29_04-30,4109
2012-06-29_05-00,4105
2012-06-29_05-30,5568
2012-06-29_06-00,7831
2012-06-29_06-30,11902
2012-06-29_07-00,15093
2012-06-29_07-30,18606
2012-06-29_08-00,20924
2012-06-29_08-30,22797
2012-06-29_09-00,22167
2012-06-29_09-30,20975
2012-06-29_10-00,19614
2012-06-29_10-30,20056
2012-06-29_11-00,19330
2012-06-29_11-30,20994
2012-06-29_12-00,20898
2012-06-29_12-30,20105
2012-06-29_13-00,19920
2012-06-29_13-30,19904
2012-06-29_14-00,20627
2012-06-29_14-30,20419
2012-06-29_15-00,19593
2012-06-29_15-30,17083
2012-06-29_16-00,15213
2012-06-29_16-30,13617
2012-06-29_17-00,15841
2012-06-29_17-30,19783
2012-06-29_18-00,23022
2012-06-29_18-30,25920
2012-06-29_19-00,28539
2012-06-29_19-30,28803
2012-06-29_20-00,27439
2012-06-29_20-30,26196
2012-06-29_21-00,27719
2012-06-29_21-30,27140
2012-06-29_22-00,27968
2012-06-29_22-30,28438
2012-06-29_23-00,29223
2012-06-29_23-30,28810
2012-06-30_00-00,28311
2012-06-30_00-30,26264
2012-06-30_01-00,23959
2012-06-30_01-30,22287
2012-06-30_02-00,20812
2012-06-30_02-30,18656
2012-06-30_03-00,15584
2012-06-30_03-30,13114
2012-06-30_04-00,10830
2012-06-30_04-30,6852
2012-06-30_05-00,4506
2012-06-30_05-30,3657
2012-06-30_06-00,3615
2012-06-30_06-30,4677
2012-06-30_07-00,5635
2012-06-30_07-30,6850
2012-06-30_08-00,7916
2012-06-30_08-30,10301
2012-06-30_09-00,12053
2012-06-30_09-30,14551
2012-06-30_10-00,14993
2012-06-30_10-30,17660
2012-06-30_11-00,17733
2012-06-30_11-30,19246
2012-06-30_12-00,18927
2012-06-30_12-30,19622
2012-06-30_13-00,21031
2012-06-30_13-30,20000
2012-06-30_14-00,19183
2012-06-30_14-30,19652
2012-06-30_15-00,19049
2012-06-30_15-30,19374
2012-06-30_16-00,18251
2012-06-30_16-30,17334
2012-06-30_17-00,18804
2012-06-30_17-30,21946
2012-06-30_18-00,22498
2012-06-30_18-30,23403
2012-06-30_19-00,24353
2012-06-30_19-30,25093
2012-06-30_20-00,21431
2012-06-30_20-30,21898
2012-06-30_21-00,22068
2012-06-30_21-30,23610
2012-06-30_22-00,24463
2012-06-30_22-30,26456
2012-06-30_23-00,26899
2012-06-30_23-30,27404
