date_time_bucket,passenger_count
2017-09-05 17:30,14212
2017-09-05 18:00,15507
2017-09-05 18:30,15706
2017-09-05 19:00,15303
2017-09-05 19:30,14449
2017-09-05 20:00,16331
2017-09-05 20:30,12827
2017-09-05 21:00,12454
2017-09-05 21:30,12115
2017-09-05 22:00,11327
2017-09-05 22:30,9419
2017-09-05 23:00,8210
2017-09-05 23:30,7222
2017-09-06 00:00,6150
2017-09-06 00:30,4650
2017-09-06 01:00,3872
2017-09-06 01:30,2672
2017-09-06 02:00,2032
2017-09-06 02:30,1620
2017-09-06 03:00,1163
2017-09-06 03:30,1081
2017-09-06 04:00,1276
2017-09-06 04:30,1262
2017-09-06 05:00,1571
2017-09-06 05:30,3281
2017-09-06 06:00,4693
2017-09-06 06:30,8039
2017-09-06 07:00,10023
2017-09-06 07:30,13296
2017-09-06 08:00,13783
2017-09-06 08:30,13413
2017-09-06 09:00,13086
2017-09-06 09:30,13984
2017-09-06 10:00,12747
2017-09-06 10:30,12196
2017-09-06 11:00,12678
2017-09-06 11:30,13116
2017-09-06 12:00,13128
2017-09-06 12:30,12672
2017-09-06 13:00,14333
2017-09-06 13:30,13222
2017-09-06 14:00,15212
2017-09-06 14:30,13587
2017-09-06 15:00,13766
2017-09-06 15:30,13061
2017-09-06 16:00,11878
2017-09-06 16:30,11726
2017-09-06 17:00,13550
2017-09-06 17:30,15414
2017-09-06 18:00,16203
2017-09-06 18:30,16539
2017-09-06 19:00,16881
2017-09-06 19:30,17312
2017-09-06 20:00,16518
2017-09-06 20:30,17482
2017-09-06 21:00,16457
2017-09-06 21:30,15274
2017-09-06 22:00,13966
2017-09-06 22:30,13266
2017-09-06 23:00,10416
2017-09-06 23:30,8203
2017-09-07 00:00,6638
2017-09-07 00:30,6022
2017-09-07 01:00,4676
2017-09-07 01:30,3122
2017-09-07 02:00,2357
2017-09-07 02:30,1869
2017-09-07 03:00,1414
2017-09-07 03:30,1225
2017-09-07 04:00,1334
2017-09-07 04:30,1216
2017-09-07 05:00,1516
2017-09-07 05:30,3212
2017-09-07 06:00,4840
2017-09-07 06:30,8081
2017-09-07 07:00,10724
2017-09-07 07:30,14430
2017-09-07 08:00,14278
2017-09-07 08:30,13962
2017-09-07 09:00,13095
2017-09-07 09:30,12754
2017-09-07 10:00,12224
2017-09-07 10:30,12365
2017-09-07 11:00,12048
2017-09-07 11:30,12769
2017-09-07 12:00,13118
2017-09-07 12:30,12505
2017-09-07 13:00,12612
2017-09-07 13:30,12836
2017-09-07 14:00,13579
2017-09-07 14:30,14395
2017-09-07 15:00,14164
2017-09-07 15:30,13114
2017-09-07 16:00,12549
2017-09-07 16:30,11879
2017-09-07 17:00,13267
2017-09-07 17:30,15384
2017-09-07 18:00,16587
2017-09-07 18:30,17007
2017-09-07 19:00,17127
2017-09-07 19:30,16743
2017-09-07 20:00,17006
2017-09-07 20:30,16285
2017-09-07 21:00,16018
2017-09-07 21:30,15877
2017-09-07 22:00,15677
2017-09-07 22:30,14636
2017-09-07 23:00,14046
2017-09-07 23:30,12274
2017-09-08 00:00,11770
2017-09-08 00:30,9180
2017-09-08 01:00,7223
2017-09-08 01:30,5690
2017-09-08 02:00,4778
2017-09-08 02:30,3667
2017-09-08 03:00,2962
2017-09-08 03:30,2538
2017-09-08 04:00,2453
2017-09-08 04:30,1868
2017-09-08 05:00,2025
2017-09-08 05:30,3268
2017-09-08 06:00,4903
2017-09-08 06:30,8110
2017-09-08 07:00,10203
2017-09-08 07:30,13375
2017-09-08 08:00,13576
2017-09-08 08:30,13405
2017-09-08 09:00,12404
2017-09-08 09:30,12032
2017-09-08 10:00,11603
2017-09-08 10:30,11721
2017-09-08 11:00,11773
2017-09-08 11:30,12577
2017-09-08 12:00,12885
2017-09-08 12:30,12511
2017-09-08 13:00,12094
2017-09-08 13:30,12939
2017-09-08 14:00,13816
2017-09-08 14:30,14607
2017-09-08 15:00,14081
2017-09-08 15:30,12941
2017-09-08 16:00,12583
2017-09-08 16:30,11559
2017-09-08 17:00,12939
2017-09-08 17:30,14811
2017-09-08 18:00,16435
2017-09-08 18:30,17855
2017-09-08 19:00,17782
2017-09-08 19:30,17626
2017-09-08 20:00,16384
2017-09-08 20:30,15876
2017-09-08 21:00,14760
2017-09-08 21:30,14727
2017-09-08 22:00,15206
2017-09-08 22:30,15776
2017-09-08 23:00,15534
2017-09-08 23:30,15442
2017-09-09 00:00,14243
2017-09-09 00:30,13336
2017-09-09 01:00,12586
2017-09-09 01:30,11622
2017-09-09 02:00,11029
2017-09-09 02:30,9361
2017-09-09 03:00,7712
2017-09-09 03:30,6770
2017-09-09 04:00,5763
2017-09-09 04:30,3119
2017-09-09 05:00,2213
2017-09-09 05:30,1939
2017-09-09 06:00,2355
2017-09-09 06:30,3255
2017-09-09 07:00,3686
2017-09-09 07:30,5050
2017-09-09 08:00,5827
2017-09-09 08:30,8148
2017-09-09 09:00,8644
2017-09-09 09:30,10904
2017-09-09 10:00,10830
2017-09-09 10:30,12247
2017-09-09 11:00,11949
2017-09-09 11:30,12418
2017-09-09 12:00,12317
2017-09-09 12:30,13235
2017-09-09 13:00,12766
2017-09-09 13:30,13155
2017-09-09 14:00,13054
2017-09-09 14:30,13059
2017-09-09 15:00,13384
2017-09-09 15:30,13272
2017-09-09 16:00,13041
2017-09-09 16:30,13094
2017-09-09 17:00,13595
2017-09-09 17:30,15027
2017-09-09 18:00,15763
2017-09-09 18:30,16977
2017-09-09 19:00,17085
2017-09-09 19:30,16694
2017-09-09 20:00,15002
2017-09-09 20:30,14912
2017-09-09 21:00,14209
2017-09-09 21:30,14185
2017-09-09 22:00,14701
2017-09-09 22:30,15383
2017-09-09 23:00,15688
2017-09-09 23:30,15086
2017-09-10 00:00,14632
2017-09-10 00:30,14097
2017-09-10 01:00,13392
2017-09-10 01:30,12360
2017-09-10 02:00,11771
2017-09-10 02:30,10328
2017-09-10 03:00,8904
2017-09-10 03:30,7538
2017-09-10 04:00,6589
2017-09-10 04:30,3878
2017-09-10 05:00,2382
2017-09-10 05:30,2014
2017-09-10 06:00,2027
2017-09-10 06:30,2562
2017-09-10 07:00,2906
2017-09-10 07:30,4047
2017-09-10 08:00,4746
2017-09-10 08:30,6311
2017-09-10 09:00,6786
2017-09-10 09:30,8526
2017-09-10 10:00,9543
2017-09-10 10:30,11356
2017-09-10 11:00,11475
2017-09-10 11:30,13105
2017-09-10 12:00,13206
2017-09-10 12:30,13887
2017-09-10 13:00,13205
2017-09-10 13:30,13483
2017-09-10 14:00,13480
2017-09-10 14:30,13186
2017-09-10 15:00,13021
2017-09-10 15:30,13388
2017-09-10 16:00,13096
2017-09-10 16:30,12967
2017-09-10 17:00,13119
2017-09-10 17:30,13711
2017-09-10 18:00,13638
2017-09-10 18:30,13206
2017-09-10 19:00,12982
2017-09-10 19:30,12883
2017-09-10 20:00,12341
2017-09-10 20:30,11409
2017-09-10 21:00,11206
2017-09-10 21:30,10719
2017-09-10 22:00,10297
2017-09-10 22:30,8977
2017-09-10 23:00,7461
2017-09-10 23:30,6263
2017-09-11 00:00,5012
2017-09-11 00:30,3801
2017-09-11 01:00,3137
2017-09-11 01:30,2378
2017-09-11 02:00,2135
2017-09-11 02:30,1511
2017-09-11 03:00,1352
2017-09-11 03:30,1321
2017-09-11 04:00,1467
2017-09-11 04:30,1394
2017-09-11 05:00,1735
2017-09-11 05:30,3252
2017-09-11 06:00,4726
2017-09-11 06:30,8171
2017-09-11 07:00,9882
2017-09-11 07:30,12566
2017-09-11 08:00,12833
2017-09-11 08:30,12390
2017-09-11 09:00,11805
2017-09-11 09:30,11435
2017-09-11 10:00,10733
2017-09-11 10:30,10185
2017-09-11 11:00,10541
2017-09-11 11:30,10855
2017-09-11 12:00,10956
2017-09-11 12:30,11122
2017-09-11 13:00,10893
2017-09-11 13:30,11697
2017-09-11 14:00,12468
2017-09-11 14:30,13092
2017-09-11 15:00,13743
2017-09-11 15:30,13013
2017-09-11 16:00,12572
2017-09-11 16:30,12905
2017-09-11 17:00,13813
2017-09-11 17:30,15038
2017-09-11 18:00,16286
2017-09-11 18:30,16351
2017-09-11 19:00,16616
2017-09-11 19:30,15885
2017-09-11 20:00,15220
2017-09-11 20:30,15198
2017-09-11 21:00,14326
2017-09-11 21:30,13163
2017-09-11 22:00,12776
2017-09-11 22:30,10756
2017-09-11 23:00,9800
2017-09-11 23:30,7905
2017-09-12 00:00,6304
2017-09-12 00:30,5086
2017-09-12 01:00,3664
2017-09-12 01:30,2956
2017-09-12 02:00,2168
2017-09-12 02:30,1628
2017-09-12 03:00,1508
2017-09-12 03:30,1373
2017-09-12 04:00,1540
2017-09-12 04:30,1633
2017-09-12 05:00,1680
2017-09-12 05:30,3176
2017-09-12 06:00,5002
2017-09-12 06:30,8253
2017-09-12 07:00,10466
2017-09-12 07:30,13930
2017-09-12 08:00,13575
2017-09-12 08:30,13658
2017-09-12 09:00,12953
2017-09-12 09:30,12305
2017-09-12 10:00,11440
2017-09-12 10:30,11636
2017-09-12 11:00,11461
2017-09-12 11:30,12510
2017-09-12 12:00,12719
2017-09-12 12:30,12601
2017-09-12 13:00,11812
2017-09-12 13:30,12776
2017-09-12 14:00,13425
2017-09-12 14:30,13998
2017-09-12 15:00,14508
2017-09-12 15:30,13584
2017-09-12 16:00,13078
2017-09-12 16:30,12002
2017-09-12 17:00,14085
2017-09-12 17:30,15283
2017-09-12 18:00,16749
2017-09-12 18:30,17641
2017-09-12 19:00,16527
2017-09-12 19:30,17012
2017-09-12 20:00,16626
2017-09-12 20:30,16229
2017-09-12 21:00,16469
2017-09-12 21:30,16003
2017-09-12 22:00,14819
2017-09-12 22:30,13187
2017-09-12 23:00,12222
2017-09-12 23:30,9339
2017-09-13 00:00,7661
2017-09-13 00:30,5666
2017-09-13 01:00,4370
2017-09-13 01:30,3255
2017-09-13 02:00,2687
2017-09-13 02:30,2083
2017-09-13 03:00,1730
2017-09-13 03:30,1461
2017-09-13 04:00,1621
2017-09-13 04:30,1520
2017-09-13 05:00,1639
2017-09-13 05:30,3267
2017-09-13 06:00,4934
2017-09-13 06:30,8419
2017-09-13 07:00,10942
2017-09-13 07:30,13741
2017-09-13 08:00,14133
2017-09-13 08:30,13655
2017-09-13 09:00,12735
2017-09-13 09:30,12583
2017-09-13 10:00,11981
2017-09-13 10:30,12141
2017-09-13 11:00,12243
2017-09-13 11:30,12716
2017-09-13 12:00,13203
2017-09-13 12:30,12670
2017-09-13 13:00,12631
2017-09-13 13:30,13032
2017-09-13 14:00,13551
2017-09-13 14:30,14354
2017-09-13 15:00,14820
2017-09-13 15:30,14355
2017-09-13 16:00,12865
2017-09-13 16:30,11632
2017-09-13 17:00,12710
2017-09-13 17:30,14199
2017-09-13 18:00,15747
2017-09-13 18:30,16182
2017-09-13 19:00,16615
2017-09-13 19:30,16933
2017-09-13 20:00,16774
2017-09-13 20:30,16531
2017-09-13 21:00,16659
2017-09-13 21:30,16297
2017-09-13 22:00,15327
2017-09-13 22:30,14548
2017-09-13 23:00,12207
2017-09-13 23:30,10320
2017-09-14 00:00,8076
2017-09-14 00:30,6047
2017-09-14 01:00,4720
2017-09-14 01:30,3718
2017-09-14 02:00,2995
2017-09-14 02:30,2463
2017-09-14 03:00,1964
2017-09-14 03:30,1590
2017-09-14 04:00,1726
2017-09-14 04:30,1437
2017-09-14 05:00,1732
2017-09-14 05:30,3243
2017-09-14 06:00,4919
2017-09-14 06:30,8583
2017-09-14 07:00,10943
2017-09-14 07:30,14415
2017-09-14 08:00,15037
2017-09-14 08:30,14350
2017-09-14 09:00,13555
2017-09-14 09:30,13466
2017-09-14 10:00,12735
2017-09-14 10:30,12763
2017-09-14 11:00,12409
2017-09-14 11:30,13408
2017-09-14 12:00,13605
2017-09-14 12:30,13244
2017-09-14 13:00,12759
2017-09-14 13:30,13553
2017-09-14 14:00,14097
2017-09-14 14:30,14349
2017-09-14 15:00,14250
2017-09-14 15:30,13289
2017-09-14 16:00,12938
2017-09-14 16:30,11435
2017-09-14 17:00,12988
2017-09-14 17:30,14725
2017-09-14 18:00,15994
2017-09-14 18:30,16944
2017-09-14 19:00,17041
2017-09-14 19:30,17069
2017-09-14 20:00,16381
2017-09-14 20:30,16364
2017-09-14 21:00,15943
2017-09-14 21:30,15810
2017-09-14 22:00,15896
2017-09-14 22:30,15910
2017-09-14 23:00,15666
2017-09-14 23:30,12750
2017-09-15 00:00,10683
2017-09-15 00:30,8587
2017-09-15 01:00,7219
2017-09-15 01:30,5605
2017-09-15 02:00,4597
2017-09-15 02:30,3617
2017-09-15 03:00,2959
2017-09-15 03:30,2339
2017-09-15 04:00,2370
2017-09-15 04:30,1929
2017-09-15 05:00,2031
2017-09-15 05:30,3310
2017-09-15 06:00,4859
2017-09-15 06:30,8121
2017-09-15 07:00,10232
2017-09-15 07:30,13336
2017-09-15 08:00,13502
2017-09-15 08:30,13693
2017-09-15 09:00,12742
2017-09-15 09:30,12317
2017-09-15 10:00,11786
2017-09-15 10:30,11899
2017-09-15 11:00,11805
2017-09-15 11:30,12012
2017-09-15 12:00,12767
2017-09-15 12:30,12642
2017-09-15 13:00,12298
2017-09-15 13:30,13124
2017-09-15 14:00,14030
2017-09-15 14:30,14425
2017-09-15 15:00,13624
2017-09-15 15:30,12287
2017-09-15 16:00,11952
2017-09-15 16:30,11343
2017-09-15 17:00,13381
2017-09-15 17:30,14987
2017-09-15 18:00,15741
2017-09-15 18:30,16561
2017-09-15 19:00,17631
2017-09-15 19:30,17380
2017-09-15 20:00,16200
2017-09-15 20:30,15498
2017-09-15 21:00,15171
2017-09-15 21:30,14997
2017-09-15 22:00,15490
2017-09-15 22:30,16351
2017-09-15 23:00,15564
2017-09-15 23:30,15051
2017-09-16 00:00,14305
2017-09-16 00:30,12923
2017-09-16 01:00,12331
2017-09-16 01:30,11452
2017-09-16 02:00,10535
2017-09-16 02:30,9123
2017-09-16 03:00,7367
2017-09-16 03:30,6105
2017-09-16 04:00,5394
2017-09-16 04:30,3161
2017-09-16 05:00,2066
2017-09-16 05:30,2019
2017-09-16 06:00,2397
2017-09-16 06:30,3441
2017-09-16 07:00,3625
2017-09-16 07:30,5448
2017-09-16 08:00,6178
2017-09-16 08:30,8633
2017-09-16 09:00,9011
2017-09-16 09:30,11089
2017-09-16 10:00,11046
2017-09-16 10:30,12331
2017-09-16 11:00,12582
2017-09-16 11:30,14071
2017-09-16 12:00,13905
2017-09-16 12:30,14187
2017-09-16 13:00,14951
2017-09-16 13:30,14354
2017-09-16 14:00,14655
2017-09-16 14:30,14867
2017-09-16 15:00,14919
2017-09-16 15:30,14911
2017-09-16 16:00,14038
2017-09-16 16:30,13268
2017-09-16 17:00,13775
2017-09-16 17:30,15370
2017-09-16 18:00,15783
2017-09-16 18:30,16835
2017-09-16 19:00,16925
2017-09-16 19:30,17007
2017-09-16 20:00,14759
2017-09-16 20:30,14354
2017-09-16 21:00,13535
2017-09-16 21:30,14367
2017-09-16 22:00,15103
2017-09-16 22:30,16325
2017-09-16 23:00,16258
2017-09-16 23:30,14484
2017-09-17 00:00,15052
2017-09-17 00:30,14253
2017-09-17 01:00,13241
2017-09-17 01:30,12655
2017-09-17 02:00,11593
2017-09-17 02:30,10152
2017-09-17 03:00,8499
2017-09-17 03:30,7459
2017-09-17 04:00,6208
2017-09-17 04:30,3673
2017-09-17 05:00,2580
2017-09-17 05:30,2195
2017-09-17 06:00,2793
2017-09-17 06:30,3280
2017-09-17 07:00,3059
2017-09-17 07:30,4086
2017-09-17 08:00,5267
2017-09-17 08:30,6958
2017-09-17 09:00,7524
2017-09-17 09:30,9414
2017-09-17 10:00,10319
2017-09-17 10:30,12366
2017-09-17 11:00,12405
2017-09-17 11:30,13158
2017-09-17 12:00,13606
2017-09-17 12:30,14166
2017-09-17 13:00,14274
2017-09-17 13:30,14126
2017-09-17 14:00,13816
2017-09-17 14:30,13721
2017-09-17 15:00,13171
2017-09-17 15:30,13363
2017-09-17 16:00,12653
2017-09-17 16:30,11608
2017-09-17 17:00,11417
2017-09-17 17:30,11810
2017-09-17 18:00,12458
2017-09-17 18:30,12515
2017-09-17 19:00,12154
2017-09-17 19:30,12264
2017-09-17 20:00,11219
2017-09-17 20:30,10841
2017-09-17 21:00,10654
2017-09-17 21:30,10033
2017-09-17 22:00,9232
2017-09-17 22:30,8637
2017-09-17 23:00,7819
2017-09-17 23:30,5134
2017-09-18 00:00,4684
2017-09-18 00:30,3686
2017-09-18 01:00,2907
2017-09-18 01:30,2018
2017-09-18 02:00,1646
2017-09-18 02:30,1411
2017-09-18 03:00,1150
2017-09-18 03:30,1074
2017-09-18 04:00,1286
2017-09-18 04:30,1427
2017-09-18 05:00,2058
2017-09-18 05:30,3525
2017-09-18 06:00,5099
2017-09-18 06:30,7990
2017-09-18 07:00,10037
2017-09-18 07:30,11724
2017-09-18 08:00,12006
2017-09-18 08:30,11248
2017-09-18 09:00,10687
2017-09-18 09:30,10260
2017-09-18 10:00,9383
2017-09-18 10:30,9030
2017-09-18 11:00,9045
2017-09-18 11:30,9762
2017-09-18 12:00,9843
2017-09-18 12:30,10001
2017-09-18 13:00,10171
2017-09-18 13:30,10436
2017-09-18 14:00,10729
2017-09-18 14:30,11736
2017-09-18 15:00,12030
2017-09-18 15:30,11200
2017-09-18 16:00,10674
2017-09-18 16:30,10704
2017-09-18 17:00,11225
2017-09-18 17:30,13199
2017-09-18 18:00,13796
2017-09-18 18:30,13501
2017-09-18 19:00,13312
2017-09-18 19:30,13634
2017-09-18 20:00,13772
2017-09-18 20:30,13858
2017-09-18 21:00,13172
2017-09-18 21:30,12653
2017-09-18 22:00,12001
2017-09-18 22:30,10496
2017-09-18 23:00,8684
2017-09-18 23:30,6961
2017-09-19 00:00,6251
2017-09-19 00:30,4255
2017-09-19 01:00,3855
2017-09-19 01:30,2428
2017-09-19 02:00,1855
2017-09-19 02:30,1424
2017-09-19 03:00,1215
2017-09-19 03:30,1061
2017-09-19 04:00,1150
2017-09-19 04:30,1258
2017-09-19 05:00,1753
2017-09-19 05:30,3340
2017-09-19 06:00,5005
2017-09-19 06:30,8176
2017-09-19 07:00,9981
2017-09-19 07:30,12073
2017-09-19 08:00,12127
2017-09-19 08:30,11787
2017-09-19 09:00,11215
2017-09-19 09:30,10622
2017-09-19 10:00,10098
2017-09-19 10:30,9721
2017-09-19 11:00,9511
2017-09-19 11:30,10515
2017-09-19 12:00,10468
2017-09-19 12:30,9953
2017-09-19 13:00,9803
2017-09-19 13:30,10959
2017-09-19 14:00,11160
2017-09-19 14:30,13238
2017-09-19 15:00,14269
2017-09-19 15:30,12826
2017-09-19 16:00,11358
2017-09-19 16:30,10344
2017-09-19 17:00,10883
2017-09-19 17:30,12839
2017-09-19 18:00,13465
2017-09-19 18:30,13853
2017-09-19 19:00,15277
2017-09-19 19:30,13985
2017-09-19 20:00,13780
2017-09-19 20:30,13484
2017-09-19 21:00,13893
2017-09-19 21:30,13961
2017-09-19 22:00,14066
2017-09-19 22:30,12083
2017-09-19 23:00,11085
2017-09-19 23:30,8534
2017-09-20 00:00,6745
2017-09-20 00:30,4744
2017-09-20 01:00,3557
2017-09-20 01:30,2834
2017-09-20 02:00,2168
2017-09-20 02:30,1744
2017-09-20 03:00,1337
2017-09-20 03:30,1275
2017-09-20 04:00,1445
2017-09-20 04:30,1372
2017-09-20 05:00,1824
2017-09-20 05:30,3285
2017-09-20 06:00,4793
2017-09-20 06:30,8204
2017-09-20 07:00,10233
2017-09-20 07:30,12522
2017-09-20 08:00,12256
2017-09-20 08:30,11773
2017-09-20 09:00,10743
2017-09-20 09:30,10847
2017-09-20 10:00,10289
2017-09-20 10:30,10143
2017-09-20 11:00,10424
2017-09-20 11:30,11188
2017-09-20 12:00,11057
2017-09-20 12:30,10959
2017-09-20 13:00,10901
2017-09-20 13:30,11555
2017-09-20 14:00,11749
2017-09-20 14:30,12480
2017-09-20 15:00,12453
2017-09-20 15:30,11088
2017-09-20 16:00,10748
2017-09-20 16:30,10308
2017-09-20 17:00,11925
2017-09-20 17:30,13194
2017-09-20 18:00,14152
2017-09-20 18:30,14620
2017-09-20 19:00,14749
2017-09-20 19:30,14737
2017-09-20 20:00,13889
2017-09-20 20:30,13943
2017-09-20 21:00,14590
2017-09-20 21:30,15142
2017-09-20 22:00,14920
2017-09-20 22:30,13521
2017-09-20 23:00,10911
2017-09-20 23:30,8873
2017-09-21 00:00,7117
2017-09-21 00:30,5498
2017-09-21 01:00,3956
2017-09-21 01:30,3436
2017-09-21 02:00,2699
2017-09-21 02:30,1923
2017-09-21 03:00,1778
2017-09-21 03:30,1509
2017-09-21 04:00,1494
2017-09-21 04:30,1424
2017-09-21 05:00,1639
2017-09-21 05:30,3102
2017-09-21 06:00,4484
2017-09-21 06:30,6974
2017-09-21 07:00,7882
2017-09-21 07:30,9510
2017-09-21 08:00,9805
2017-09-21 08:30,11019
2017-09-21 09:00,11195
2017-09-21 09:30,11740
2017-09-21 10:00,11310
2017-09-21 10:30,11046
2017-09-21 11:00,10358
2017-09-21 11:30,10987
2017-09-21 12:00,11468
2017-09-21 12:30,11519
2017-09-21 13:00,12163
2017-09-21 13:30,12078
2017-09-21 14:00,12010
2017-09-21 14:30,12315
2017-09-21 15:00,11561
2017-09-21 15:30,10891
2017-09-21 16:00,10180
2017-09-21 16:30,9760
2017-09-21 17:00,11571
2017-09-21 17:30,13032
2017-09-21 18:00,14303
