anomaly_score,is_anomaly
0.26500306213944935,0
0.10226140560921426,0
0.09755265493824762,0
0.1809878469057488,0
0.14751496292552221,0
0.09281667817567894,0
0.07919793312111517,0
0.045324669144443844,0
0.0590584901337446,0
0.1448208123968542,0
0.24126944677266038,0
0.15732261368784167,0
0.0761994846784071,0
0.05385656697352735,0
0.08954149483214005,0
0.1377084723745902,0
0.06917831061565058,0
0.08967888015285905,0
0.05140335382783232,0
0.06943624687410252,0
0.07038232702531515,0
0.1285110265305123,0
0.14776313024123744,0
0.1342160399725621,0
0.19679106530754167,0
0.2121950868582198,0
0.08947352058085746,0
0.12097463651576262,0
0.11431085817782667,0
0.06726083139311943,0
0.10540420647739983,0
0.15279523081708857,0
0.29095500724471224,0
0.15239551643775148,0
0.14160980904525622,0
0.09551181204125388,0
0.03216066455914372,0
0.06178518217370429,0
0.16600104306003766,0
0.21454146491639658,0
0.12212018031472399,0
0.08282654710228395,0
0.05110315545865837,0
0.09756433754121026,0
0.06429564187924224,0
0.08587823145815242,0
0.10949990113843222,0
0.08451445974399444,0
0.029669469580292308,0
0.03649534210298433,0
0.07214382713269955,0
0.19313465308818412,0
0.10290714616502153,0
0.13403394703532512,0
0.13625762316859974,0
0.2299646674066117,0
0.13366395233984807,0
0.14857422956731398,0
0.08398078503154922,0
0.028070592523540685,0
0.1476075585897667,0
0.07344716942085329,0
0.06446503261299083,0
0.11682509646484841,0
0.08512287583990208,0
0.07930822228910879,0
0.15602519023606784,0
0.21098893369540622,0
0.1612506758283504,0
0.17221324554756248,0
0.11895829735299529,0
0.15438983169147488,0
0.1305006314177139,0
0.09719123136399173,0
0.03926648299921071,0
0.15269098173781515,0
0.4172001628241085,0
0.3303063938178491,0
0.06349609181403902,0
0.11591303022022965,0
0.1008304933783729,0
0.11221053224446527,0
0.07850443234595214,0
0.04175302458689266,0
0.1353880700229912,0
0.16632137047511947,0
0.07311801364598987,0
0.23377870194905226,0
0.12714476049289467,0
0.1486248689619086,0
0.22400933630525915,0
0.04684792309824018,0
0.11400811083468379,0
0.09248059762903421,0
0.13168473418011176,0
0.20086395507111324,0
0.2011178580233537,0
0.1275483663458043,0
0.19284051369604893,0
0.19239664949310406,0
0.08709604699540135,0
0.06800709577500029,0
0.05238178230956851,0
0.14541095108725546,0
0.12270505754354846,0
0.30271084531154746,0
0.19172160749571557,0
0.08383097086021962,0
0.16316093186755673,0
0.12049906944733473,0
0.1315051768499199,0
0.15298352138600554,0
0.04700469525625057,0
0.12582617006344607,0
0.10876248060281005,0
0.24531133276706538,0
0.24157941955599072,0
0.1153481390315774,0
0.06680605257374723,0
0.10220778754472716,0
0.15000268724867666,0
0.02481866028779453,0
0.04267863787510083,0
0.04545013877500153,0
0.19122843609879006,0
0.35633352989215367,0
0.2678206701308661,0
0.05777489170756122,0
0.04455273747653586,0
0.04926229714137968,0
0.07844371763992095,0
0.1760561790524653,0
0.07010552849846385,0
0.0587242408456849,0
0.09308436796428622,0
0.08007007253081612,0
0.05258428094483285,0
0.15214189598668623,0
0.08412515337970172,0
0.11276736942111797,0
0.14696832469854168,0
0.1328360985579542,0
0.1139159977029662,0
0.2299065281955571,0
0.08954659386946609,0
0.07197085579655609,0
0.07285082194000463,0
0.06178159670804913,0
0.09157563614604125,0
0.3156477998638055,0
0.06188343287438034,0
0.08904472890798698,0
0.14977309635265362,0
0.12515106037338442,0
0.0512532867482096,0
0.22273028641138426,0
0.05631022831034273,0
0.2649101599313709,0
0.06347792055691641,0
0.06953277567916528,0
0.09090130558133254,0
0.1471337792318738,0
0.02782288821822003,0
0.12847516484029461,0
0.07883937302686223,0
0.08000577534279794,0
0.06602659306366794,0
0.09535502959635847,0
0.08393385185715428,0
0.10984665072162329,0
0.07684067247861949,0
0.0822501869112057,0
0.13444606060091718,0
0.1796068306197683,0
0.16425921707726385,0
0.04127287458499858,0
0.09704489523313771,0
0.11915150884127786,0
0.15841440763961867,0
0.1760284164372108,0
0.16158273962296602,0
0.1592694673017777,0
0.2476642940737563,0
0.40456721195166223,0
0.3051761497544249,0
0.27497713668579016,0
0.0775006325595351,0
0.11236793662958056,0
0.05774205424349678,0
0.08014412575332626,0
0.5357816010288308,0
0.07174435207414905,0
0.06673564848060641,0
0.15169613588079195,0
0.10318945060033587,0
0.17610414355802664,0
0.2651490395199899,0
0.3608990447908411,0
0.2233263021822749,0
0.17090269679289757,0
0.12455842934261416,0
0.09477780284235285,0
0.134108420229532,0
0.061124208722710634,0
0.18448557984579436,0
0.12067508918417438,0
0.13673752610623843,0
0.0709391147806425,0
0.06227185160085745,0
0.09748367375676809,0
0.1644060824062066,0
0.08550613149217749,0
0.15164077898090206,0
0.13179874024143443,0
0.04753939862657419,0
0.06684939207658043,0
0.0237773263306025,0
0.04794888099666653,0
0.07973555690285478,0
0.1318925804933027,0
0.10664934478581713,0
0.501656256576754,0
0.22366433260545715,0
0.26359052912723263,0
0.1751280953777733,0
0.05591516588200538,0
0.029147486023424166,0
0.1290576019207098,0
0.16481064259944486,0
0.050958788791923365,0
0.12941051755806987,0
0.18703171010309771,0
0.0923519679449836,0
0.09204735827320082,0
0.09513275713333977,0
0.08975987448808177,0
0.07059826352007223,0
0.13512719129883266,0
0.12169130420645831,0
0.10018379051281234,0
0.19844590779906007,0
0.10708145107539396,0
0.10425959852154922,0
0.21994641087192654,0
0.11804532246452551,0
0.04993628315100393,0
0.20083333276829424,0
0.047251627394974204,0
0.0372662668244324,0
0.10506687923999637,0
0.04898010984765336,0
0.03634081190421619,0
0.15430802634178872,0
0.2758427560319427,0
0.199789456214689,0
0.11845545031699597,0
0.07982468182225604,0
0.14291459035646747,0
0.07082637845046144,0
0.06827307645221822,0
0.05052022495149828,0
0.0447610440905414,0
0.12243110451076082,0
0.06738046037325397,0
0.0925649269197314,0
0.07712655038049403,0
0.24159251681467267,0
0.09930858559085826,0
0.062101637362933275,0
0.07405785429005463,0
0.18551978619202203,0
0.16996347716299182,0
0.09579304890258201,0
0.10139436273353276,0
0.12944842096151815,0
0.063935756451533,0
0.14707744562629319,0
0.17539543982729383,0
0.07927575230573887,0
0.07587100677936187,0
0.03845004566811192,0
0.05899861673256941,0
0.11241470580106555,0
0.09287477392726887,0
0.08427621196067088,0
0.19485628118318848,0
0.1334217943999167,0
0.08683122166320384,0
0.10393353297701577,0
0.2223648962812223,0
0.12337648106572548,0
0.10589644994474107,0
0.11847949896506409,0
0.11676884333678557,0
0.08641472334204704,0
0.10943600601288872,0
0.09622422932915062,0
0.08377975139294681,0
0.06419916205445109,0
0.21327562713233617,0
0.14501259226738658,0
0.12627640677149468,0
0.11896372870093568,0
0.1240142524606796,0
0.11725462120908056,0
0.09188392033193112,0
0.12462410659288324,0
0.0720160208783727,0
0.011517403995060908,0
0.30033128706918377,0
0.32523424159369957,0
0.0798151084591586,0
0.06304116962063976,0
0.0659707349755725,0
0.07667702332251186,0
0.23545053844780445,0
0.44687591436857654,0
0.16051527732755877,0
0.06869363533889218,0
0.1342341675669666,0
0.0431452418571705,0
0.19325334357876986,0
0.18169212470209462,0
0.08108758023771669,0
0.26061121610093735,0
0.12813074528963755,0
0.09640101835128503,0
0.10296771103874036,0
0.04832097415158296,0
0.10533574810317628,0
0.0795727080223935,0
0.13740733984619571,0
0.15490982690699925,0
0.08858249050435052,0
0.11267697518084525,0
0.10713914052921897,0
0.054904204804275276,0
0.03710098205088072,0
0.09434521021252008,0
0.07486133717823856,0
0.14067369442779468,0
0.10381179184744257,0
0.09648614591639662,0
0.13796410771456666,0
0.03335208167851822,0
0.060132847141286964,0
0.43942514643636876,0
0.25364399901531715,0
0.15456080829777763,0
0.05762284973471836,0
0.028097514532954025,0
0.04704030492753767,0
0.09710495461629087,0
0.04118778660278798,0
0.047421619715540556,0
0.12451382710319278,0
0.16961948769123023,0
0.10267180259582606,0
0.2371816922523002,0
0.2957469099817692,0
0.050233252911500714,0
0.05622046441512275,0
0.056733937924767684,0
0.13669540953950898,0
0.14826679609437102,0
0.29491334837831046,0
0.30481548337624903,0
0.12779454724221198,0
0.3309140071569637,0
0.06649053736816045,0
